Title,Year,Rating,Film_ID,Slug,Poster_URL,Film_URL,Has_Review,Movie_ID
Star Wars: The Rise of Skywalker,2019,3.5,131984,star-wars-the-rise-of-skywalker,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/star-wars-the-rise-of-skywalker/,No,131984
6 Underground,2019,2.5,439717,6-underground,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/6-underground/,No,439717
Little Women,2019,3.5,259441,little-women-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/little-women-2019/,Yes,259441
Spies in Disguise,2019,2.5,364889,spies-in-disguise,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/spies-in-disguise/,No,364889
Jumanji: The Next Level,2019,3.0,441862,jumanji-the-next-level,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/jumanji-the-next-level/,No,441862
Charlie's Angels,2019,3.0,390652,charlies-angels-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/charlies-angels-2019/,No,390652
Let It Snow,2019,2.5,222470,let-it-snow-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/let-it-snow-2019/,No,222470
Frozen II,2019,2.0,258127,frozen-2,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/frozen-2/,No,258127
Terminator: Dark Fate,2019,1.5,217178,terminator-dark-fate,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/terminator-dark-fate/,No,217178
Watchmen,2019,4.0,580092,watchmen-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/watchmen-2019/,No,580092
A Cinderella Story: Christmas Wish,2019,,533330,a-cinderella-story-christmas-wish,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/a-cinderella-story-christmas-wish/,No,533330
Zombieland: Double Tap,2019,3.5,268380,zombieland-double-tap,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/zombieland-double-tap/,No,268380
Maleficent: Mistress of Evil,2019,2.5,354530,maleficent-mistress-of-evil,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/maleficent-mistress-of-evil/,No,354530
The Irishman,2019,,333203,the-irishman-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-irishman-2019/,No,333203
Jojo Rabbit,2019,3.5,444600,jojo-rabbit,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/jojo-rabbit/,No,444600
Knives Out,2019,3.5,475370,knives-out-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/knives-out-2019/,No,475370
Joker,2019,4.5,406775,joker-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/joker-2019/,No,406775
Ford v Ferrari,2019,4.0,291419,ford-v-ferrari,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/ford-v-ferrari/,No,291419
Marriage Story,2019,4.5,422682,marriage-story-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/marriage-story-2019/,No,422682
It Chapter Two,2019,2.5,405545,it-chapter-two,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/it-chapter-two/,No,405545
Dora and the Lost City of Gold,2019,1.5,429734,dora-and-the-lost-city-of-gold,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/dora-and-the-lost-city-of-gold/,No,429734
Ready or Not,2019,3.5,495969,ready-or-not-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/ready-or-not-2019/,No,495969
Batman: Hush,2019,,466139,batman-hush,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/batman-hush/,No,466139
Fast & Furious Presents: Hobbs & Shaw,2019,,318913,fast-furious-presents-hobbs-shaw,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fast-furious-presents-hobbs-shaw/,No,318913
The Lion King,2019,3.0,354539,the-lion-king-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-lion-king-2019/,Yes,354539
Spider-Man: Far From Home,2019,,362977,spider-man-far-from-home,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/spider-man-far-from-home/,No,362977
Weathering with You,2019,,496469,weathering-with-you,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/weathering-with-you/,No,496469
Midsommar,2019,3.5,459564,midsommar,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/midsommar/,Yes,459564
Annabelle Comes Home,2019,,450550,annabelle-comes-home,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/annabelle-comes-home/,No,450550
Men in Black: International,2019,,410437,men-in-black-international,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/men-in-black-international/,No,410437
Toy Story 4,2019,,228628,toy-story-4,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/toy-story-4/,No,228628
Dark Phoenix,2019,,247385,dark-phoenix,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/dark-phoenix/,No,247385
Always Be My Maybe,2019,3.0,443229,always-be-my-maybe-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/always-be-my-maybe-2019/,No,443229
Godzilla: King of the Monsters,2019,,309107,godzilla-king-of-the-monsters-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/godzilla-king-of-the-monsters-2019/,No,309107
Murder Mystery,2019,,444598,murder-mystery,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/murder-mystery/,No,444598
Parasite,2019,,426406,parasite-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/parasite-2019/,No,426406
Vivarium,2019,1.5,390139,vivarium,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/vivarium/,No,390139
Brightburn,2019,,460543,brightburn,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/brightburn/,No,460543
John Wick: Chapter 3 – Parabellum,2019,,390039,john-wick-chapter-3-parabellum,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/john-wick-chapter-3-parabellum/,No,390039
Aladdin,2019,,354538,aladdin-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/aladdin-2019/,No,354538
Chernobyl,2019,,532082,chernobyl,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/chernobyl/,No,532082
Pokémon Detective Pikachu,2019,,379626,pokemon-detective-pikachu,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/pokemon-detective-pikachu/,No,379626
Plus One,2019,3.5,437989,plus-one-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/plus-one-2019/,Yes,437989
Avengers: Endgame,2019,,226660,avengers-endgame,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/avengers-endgame/,No,226660
The Perfect Date,2019,,472487,the-perfect-date-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-perfect-date-2019/,No,472487
After,2019,2.0,467115,after-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/after-2019/,No,467115
Shazam!,2019,,213190,shazam,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/shazam/,No,213190
Nancy Drew and the Hidden Staircase,2019,3.0,449008,nancy-drew-and-the-hidden-staircase-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/nancy-drew-and-the-hidden-staircase-2019/,No,449008
The Curse of La Llorona,2019,,411312,the-curse-of-la-llorona,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-curse-of-la-llorona/,No,411312
Captain Marvel,2019,,226750,captain-marvel,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/captain-marvel/,No,226750
The Lego Movie 2: The Second Part,2019,,205114,the-lego-movie-2-the-second-part,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-lego-movie-2-the-second-part/,No,205114
Alita: Battle Angel,2019,4.5,333832,alita-battle-angel,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/alita-battle-angel/,No,333832
Velvet Buzzsaw,2019,2.5,395374,velvet-buzzsaw,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/velvet-buzzsaw/,Yes,395374
Reign of the Supermen,2019,,418399,reign-of-the-supermen,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/reign-of-the-supermen/,No,418399
Escape Room,2019,,452190,escape-room-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/escape-room-2019/,No,452190
How to Train Your Dragon: The Hidden World,2019,4.0,123067,how-to-train-your-dragon-the-hidden-world,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/how-to-train-your-dragon-the-hidden-world/,No,123067
Spider-Man: Into the Spider-Verse,2018,,251943,spider-man-into-the-spider-verse,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/spider-man-into-the-spider-verse/,No,251943
Aquaman,2018,3.5,225060,aquaman-2018,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/aquaman-2018/,No,225060
Bumblebee,2018,,358272,bumblebee,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/bumblebee/,No,358272
Creed II,2018,,411439,creed-ii,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/creed-ii/,No,411439
The Grinch,2018,2.5,292688,the-grinch,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-grinch/,No,292688
Fantastic Beasts: The Crimes of Grindelwald,2018,3.0,268365,fantastic-beasts-the-crimes-of-grindelwald,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fantastic-beasts-the-crimes-of-grindelwald/,No,268365
Ralph Breaks the Internet,2018,,338883,ralph-breaks-the-internet,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/ralph-breaks-the-internet/,No,338883
The Haunting of Hill House,2018,4.0,482701,the-haunting-2018,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-haunting-2018/,No,482701
Venom,2018,,265438,venom-2018,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/venom-2018/,No,265438
Night School,2018,3.0,386154,night-school-2018,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/night-school-2018/,No,386154
A Simple Favor,2018,3.0,415208,a-simple-favor,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/a-simple-favor/,Yes,415208
Johnny English Strikes Again,2018,,395045,johnny-english-strikes-again,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/johnny-english-strikes-again/,No,395045
The Nun,2018,,371842,the-nun-2018,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-nun-2018/,No,371842
I Want to Eat Your Pancreas,2018,,434413,i-want-to-eat-your-pancreas,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/i-want-to-eat-your-pancreas/,No,434413
Crazy Rich Asians,2018,3.0,387238,crazy-rich-asians,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/crazy-rich-asians/,No,387238
The Meg,2018,3.0,276291,the-meg,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-meg/,No,276291
Mission: Impossible – Fallout,2018,4.0,283273,mission-impossible-fallout,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/mission-impossible-fallout/,No,283273
Skyscraper,2018,,379565,skyscraper-2018,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/skyscraper-2018/,No,379565
Hotel Transylvania 3: Summer Vacation,2018,,334265,hotel-transylvania-3-summer-vacation,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/hotel-transylvania-3-summer-vacation/,No,334265
Ant-Man and the Wasp,2018,2.0,296341,ant-man-and-the-wasp,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/ant-man-and-the-wasp/,No,296341
Teen Titans Go! To the Movies,2018,3.0,405563,teen-titans-go-to-the-movies,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/teen-titans-go-to-the-movies/,No,405563
Set It Up,2018,2.5,319550,set-it-up,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/set-it-up/,No,319550
Jurassic World: Fallen Kingdom,2018,,281529,jurassic-world-fallen-kingdom,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/jurassic-world-fallen-kingdom/,No,281529
Ocean's Eight,2018,1.5,337567,oceans-eight,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/oceans-eight/,No,337567
Incredibles 2,2018,,184061,incredibles-2,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/incredibles-2/,No,184061
Deadpool 2,2018,,318195,deadpool-2,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/deadpool-2/,No,318195
Shoplifters,2018,4.0,435129,shoplifters,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/shoplifters/,Yes,435129
The Kissing Booth,2018,,387035,the-kissing-booth,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-kissing-booth/,No,387035
Solo: A Star Wars Story,2018,,278668,solo-a-star-wars-story,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/solo-a-star-wars-story/,No,278668
Us and Them,2018,5.0,438620,us-and-them-2018,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/us-and-them-2018/,Yes,438620
Avengers: Infinity War,2018,,226661,avengers-infinity-war,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/avengers-infinity-war/,No,226661
Truth or Dare,2018,3.0,391980,truth-or-dare-2018,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/truth-or-dare-2018/,No,391980
Batman Ninja,2018,,417590,batman-ninja,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/batman-ninja/,No,417590
Pacific Rim: Uprising,2018,,192139,pacific-rim-uprising,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/pacific-rim-uprising/,No,192139
Suicide Squad: Hell to Pay,2018,,418015,suicide-squad-hell-to-pay,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/suicide-squad-hell-to-pay/,No,418015
Ready Player One,2018,,261866,ready-player-one,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/ready-player-one/,No,261866
Tomb Raider,2018,,268383,tomb-raider,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/tomb-raider/,No,268383
Game Night,2018,,378048,game-night,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/game-night/,No,378048
Annihilation,2018,,227784,annihilation,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/annihilation/,No,227784
Black Panther,2018,,209383,black-panther,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/black-panther/,No,209383
Hereditary,2018,,424348,hereditary,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/hereditary/,No,424348
Fifty Shades Freed,2018,,266424,fifty-shades-freed,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fifty-shades-freed/,No,266424
Batman: Gotham by Gaslight,2018,,402896,batman-gotham-by-gaslight,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/batman-gotham-by-gaslight/,No,402896
Maze Runner: The Death Cure,2018,,266132,maze-runner-the-death-cure,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/maze-runner-the-death-cure/,No,266132
The Commuter,2018,,333294,the-commuter,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-commuter/,No,333294
Insidious: The Last Key,2018,,340979,insidious-the-last-key,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/insidious-the-last-key/,No,340979
Star Wars: The Last Jedi,2017,,131987,star-wars-the-last-jedi,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/star-wars-the-last-jedi/,No,131987
Psych: The Movie,2017,3.5,389753,psych-the-movie,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/psych-the-movie/,Yes,389753
Jumanji: Welcome to the Jungle,2017,,283778,jumanji-welcome-to-the-jungle,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/jumanji-welcome-to-the-jungle/,No,283778
Murder on the Orient Express,2017,,326477,murder-on-the-orient-express-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/murder-on-the-orient-express-2017/,No,326477
Justice League,2017,,107670,justice-league,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/justice-league/,No,107670
Coco,2017,,285509,coco-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/coco-2017/,No,285509
The Babysitter,2017,,353273,the-babysitter-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-babysitter-2017/,No,353273
Geostorm,2017,2.0,198971,geostorm,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/geostorm/,No,198971
Happy Death Day,2017,1.5,372701,happy-death-day,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/happy-death-day/,Yes,372701
Blade Runner 2049,2017,,265439,blade-runner-2049,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/blade-runner-2049/,No,265439
Thor: Ragnarok,2017,,209382,thor-ragnarok,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/thor-ragnarok/,No,209382
Gerald's Game,2017,3.5,273979,geralds-game,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/geralds-game/,Yes,273979
Kingsman: The Golden Circle,2017,,273974,kingsman-the-golden-circle,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/kingsman-the-golden-circle/,No,273974
The Ritual,2017,1.5,366722,the-ritual-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-ritual-2017/,No,366722
It,2017,5.0,276819,it-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/it-2017/,No,276819
Lady Bird,2017,4.0,326279,lady-bird,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/lady-bird/,Yes,326279
Veronica,2017,3.0,374388,veronica-2017-1,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/veronica-2017-1/,No,374388
The Hitman's Bodyguard,2017,,324575,the-hitmans-bodyguard,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-hitmans-bodyguard/,No,324575
The Dark Tower,2017,,283725,the-dark-tower,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-dark-tower/,No,283725
The Emoji Movie,2017,,313491,the-emoji-movie,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-emoji-movie/,No,313491
Batman and Harley Quinn,2017,,342901,batman-and-harley-quinn,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/batman-and-harley-quinn/,No,342901
Valerian and the City of a Thousand Planets,2017,3.5,269458,valerian-and-the-city-of-a-thousand-planets,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/valerian-and-the-city-of-a-thousand-planets/,No,269458
American Assassin,2017,,349715,american-assassin,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/american-assassin/,No,349715
Spider-Man: Homecoming,2017,,242710,spider-man-homecoming,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/spider-man-homecoming/,No,242710
Annabelle: Creation,2017,,330790,annabelle-creation,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/annabelle-creation/,No,330790
Transformers: The Last Knight,2017,,265443,transformers-the-last-knight,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/transformers-the-last-knight/,No,265443
Despicable Me 3,2017,,251940,despicable-me-3,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/despicable-me-3/,No,251940
Captain Underpants: The First Epic Movie,2017,,191822,captain-underpants-the-first-epic-movie,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/captain-underpants-the-first-epic-movie/,No,191822
Cars 3,2017,,184062,cars-3,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/cars-3/,No,184062
Pirates of the Caribbean: Dead Men Tell No Tales,2017,,123066,pirates-of-the-caribbean-dead-men-tell-no-tales,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/pirates-of-the-caribbean-dead-men-tell-no-tales/,No,123066
The Killing of a Sacred Deer,2017,3.0,333310,the-killing-of-a-sacred-deer,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-killing-of-a-sacred-deer/,No,333310
The Mummy,2017,,207340,the-mummy-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-mummy-2017/,No,207340
Baywatch,2017,,269341,baywatch,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/baywatch/,No,269341
Wonder Woman,2017,,225027,wonder-woman-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/wonder-woman-2017/,No,225027
Guardians of the Galaxy Vol. 2,2017,,209322,guardians-of-the-galaxy-vol-2,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/guardians-of-the-galaxy-vol-2/,No,209322
The Fate of the Furious,2017,,266628,the-fate-of-the-furious,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-fate-of-the-furious/,No,266628
Gifted,2017,5.0,335666,gifted-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/gifted-2017/,Yes,335666
Teen Titans: The Judas Contract,2017,,342900,teen-titans-the-judas-contract,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/teen-titans-the-judas-contract/,No,342900
Ghost in the Shell,2017,,242901,ghost-in-the-shell-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/ghost-in-the-shell-2017/,No,242901
Life,2017,,330365,life-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/life-2017/,No,330365
The Boss Baby,2017,,223050,the-boss-baby,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-boss-baby/,No,223050
Baby Driver,2017,,268950,baby-driver,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/baby-driver/,No,268950
Kong: Skull Island,2017,,220080,kong-skull-island,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/kong-skull-island/,No,220080
Logan,2017,,186549,logan-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/logan-2017/,No,186549
The Lego Batman Movie,2017,,251937,the-lego-batman-movie,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-lego-batman-movie/,No,251937
Fifty Shades Darker,2017,,270634,fifty-shades-darker,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fifty-shades-darker/,No,270634
John Wick: Chapter 2,2017,,251661,john-wick-chapter-2,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/john-wick-chapter-2/,No,251661
The Space Between Us,2017,3.0,301757,the-space-between-us,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-space-between-us/,No,301757
Justice League Dark,2017,,342548,justice-league-dark,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/justice-league-dark/,No,342548
Get Out,2017,3.5,353117,get-out-2017,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/get-out-2017/,No,353117
Before I Fall,2017,4.0,332126,before-i-fall,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/before-i-fall/,No,332126
Assassin's Creed,2016,,95993,assassins-creed,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/assassins-creed/,No,95993
Rogue One: A Star Wars Story,2016,,258128,rogue-one-a-star-wars-story,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/rogue-one-a-star-wars-story/,No,258128
Fantastic Beasts and Where to Find Them,2016,,182910,fantastic-beasts-and-where-to-find-them,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fantastic-beasts-and-where-to-find-them/,No,182910
Doctor Strange,2016,,209381,doctor-strange-2016,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/doctor-strange-2016/,No,209381
Ouija: Origin of Evil,2016,,264335,ouija-origin-of-evil,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/ouija-origin-of-evil/,No,264335
Terrifier,2016,,354251,terrifier-2016,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/terrifier-2016/,No,354251
Max Steel,2016,,211839,max-steel,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/max-steel/,No,211839
Inferno,2016,,148297,inferno-2016,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/inferno-2016/,No,148297
Jack Reacher: Never Go Back,2016,,273922,jack-reacher-never-go-back,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/jack-reacher-never-go-back/,No,273922
The Accountant,2016,4.0,229981,the-accountant-2016,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-accountant-2016/,No,229981
Miss Peregrine's Home for Peculiar Children,2016,3.0,208664,miss-peregrines-home-for-peculiar-children,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/miss-peregrines-home-for-peculiar-children/,No,208664
A Silent Voice: The Movie,2016,,313343,a-silent-voice-the-movie,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/a-silent-voice-the-movie/,No,313343
